code_list_key,source_key,list_key,list_name,item_name,concept_name,superseded_by,source_page,data_sets,valid_from,valid_to,is_current,first_fetch_run_id,loaded_at,loaded_by,updated_at,updated_by
58,nhs_dd_cds,ethnic_category,ethnic_category_code_2001,ETHNIC CATEGORY,ETHNIC CATEGORY CODE 2001,,https://www.datadictionary.nhs.uk/data_elements/ethnic_category.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
59,nhs_dd_cds,first_attendance_code,first_attendance,FIRST ATTENDANCE CODE,FIRST ATTENDANCE,,https://www.datadictionary.nhs.uk/data_elements/first_attendance_code.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
60,nhs_dd_cds,first_regular_day_or_night_admission_code,first_regular_day_or_night_admission,FIRST REGULAR DAY OR NIGHT ADMISSION CODE,FIRST REGULAR DAY OR NIGHT ADMISSION,,https://www.datadictionary.nhs.uk/data_elements/first_regular_day_or_night_admission_code.html,cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
61,nhs_dd_cds,intended_age_group,age_group_intended,INTENDED AGE GROUP,AGE GROUP INTENDED,,https://www.datadictionary.nhs.uk/data_elements/intended_age_group.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
62,nhs_dd_cds,intended_clinical_care_intensity_code,clinical_care_intensity,INTENDED CLINICAL CARE INTENSITY CODE,CLINICAL CARE INTENSITY,,https://www.datadictionary.nhs.uk/data_elements/intended_clinical_care_intensity_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
63,nhs_dd_cds,intended_management_code,intended_management,INTENDED MANAGEMENT CODE,INTENDED MANAGEMENT,,https://www.datadictionary.nhs.uk/data_elements/intended_management_code.html,cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
64,nhs_dd_cds,intended_procedure_status_code,intended_procedure_status_code,INTENDED PROCEDURE STATUS CODE,,,https://www.datadictionary.nhs.uk/data_elements/intended_procedure_status_code.html,cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
65,nhs_dd_cds,labour_or_delivery_onset_method_code,labour_or_delivery_onset_method,LABOUR OR DELIVERY ONSET METHOD CODE,LABOUR OR DELIVERY ONSET METHOD,,https://www.datadictionary.nhs.uk/data_elements/labour_or_delivery_onset_method_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
66,nhs_dd_cds,last_episode_in_spell_indicator_code,last_episode_in_spell_indicator_code,LAST EPISODE IN SPELL INDICATOR CODE,LAST EPISODE IN SPELL INDICATOR CODE,,https://www.datadictionary.nhs.uk/data_elements/last_episode_in_spell_indicator_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
67,nhs_dd_cds,live_or_still_birth_code,live_or_still_birth,LIVE OR STILL BIRTH CODE,LIVE OR STILL BIRTH,,https://www.datadictionary.nhs.uk/data_elements/live_or_still_birth_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
68,nhs_dd_cds,location_class,location_class,LOCATION CLASS,LOCATION CLASS,,https://www.datadictionary.nhs.uk/data_elements/location_class.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
69,nhs_dd_cds,medical_staff_type_seeing_patient,medical_staff_type_seeing_patient,MEDICAL STAFF TYPE SEEING PATIENT,MEDICAL STAFF TYPE SEEING PATIENT,,https://www.datadictionary.nhs.uk/data_elements/medical_staff_type_seeing_patient.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
70,nhs_dd_cds,mental_health_act_2007_mental_category,mental_health_act_2007_mental_category,MENTAL HEALTH ACT 2007 MENTAL CATEGORY,MENTAL HEALTH ACT 2007 MENTAL CATEGORY,,https://www.datadictionary.nhs.uk/data_elements/mental_health_act_2007_mental_category.html,cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
71,nhs_dd_cds,mental_health_act_legal_status_classification_code,mental_health_act_legal_status_classification_code,MENTAL HEALTH ACT LEGAL STATUS CLASSIFICATION CODE,MENTAL HEALTH ACT LEGAL STATUS CLASSIFICATION CODE,,https://www.datadictionary.nhs.uk/data_elements/mental_health_act_legal_status_classification_code.html,cds_v6-2-3_type_011_-_emergency_care_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
72,nhs_dd_cds,mental_health_act_legal_status_classification_code_at_census_date,mental_health_act_legal_status_classification_code_at_censu,MENTAL HEALTH ACT LEGAL STATUS CLASSIFICATION CODE (AT CENSUS DATE),,,https://www.datadictionary.nhs.uk/data_elements/mental_health_act_legal_status_classification_code_at_census_date.html,cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
73,nhs_dd_cds,mental_health_act_legal_status_classification_code_on_admission,mental_health_act_legal_status_classification_code_on_admis,MENTAL HEALTH ACT LEGAL STATUS CLASSIFICATION CODE (ON ADMISSION),,,https://www.datadictionary.nhs.uk/data_elements/mental_health_act_legal_status_classification_code_on_admission.html,cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
74,nhs_dd_cds,method_of_admission_hospital_provider_spell,method_of_admission,METHOD OF ADMISSION (HOSPITAL PROVIDER SPELL),METHOD OF ADMISSION,METHOD OF ADMISSION (HOSPITAL PROVIDER SPELL),https://www.datadictionary.nhs.uk/data_elements/method_of_admission_hospital_provider_spell.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
131,nhs_dd_cds,method_of_admission_hospital_provider_spell,method_of_admission,METHOD OF ADMISSION (HOSPITAL PROVIDER SPELL),METHOD OF ADMISSION,,https://www.datadictionary.nhs.uk/data_elements/method_of_admission_hospital_provider_spell.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
75,nhs_dd_cds,method_of_discharge_hospital_provider_spell,method_of_discharge,METHOD OF DISCHARGE (HOSPITAL PROVIDER SPELL),METHOD OF DISCHARGE,METHOD OF DISCHARGE (HOSPITAL PROVIDER SPELL),https://www.datadictionary.nhs.uk/data_elements/method_of_discharge_hospital_provider_spell.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
132,nhs_dd_cds,method_of_discharge_hospital_provider_spell,method_of_discharge,METHOD OF DISCHARGE (HOSPITAL PROVIDER SPELL),METHOD OF DISCHARGE,,https://www.datadictionary.nhs.uk/data_elements/method_of_discharge_hospital_provider_spell.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
76,nhs_dd_cds,multi-professional_or_multi-disciplinary_indication_code_national_tariff_payment_system,multi_professional_or_multi_disciplinary_indication_code,MULTI-PROFESSIONAL OR MULTI-DISCIPLINARY INDICATION CODE (NATIONAL TARIFF PAYMENT SYSTEM),MULTI-PROFESSIONAL OR MULTI-DISCIPLINARY INDICATION CODE,,https://www.datadictionary.nhs.uk/data_elements/multi-professional_or_multi-disciplinary_indication_code_national_tariff_payment_system.html,cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
77,nhs_dd_cds,multi-professional_or_multi-disciplinary_indication_code_payment_by_results,multi_professional_or_multi_disciplinary_indication_code,MULTI-PROFESSIONAL OR MULTI-DISCIPLINARY INDICATION CODE (PAYMENT BY RESULTS),MULTI-PROFESSIONAL OR MULTI-DISCIPLINARY INDICATION CODE,,https://www.datadictionary.nhs.uk/data_elements/multi-professional_or_multi-disciplinary_indication_code_payment_by_results.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
78,nhs_dd_cds,neonatal_level_of_care_code,neonatal_level_of_care,NEONATAL LEVEL OF CARE CODE,NEONATAL LEVEL OF CARE,,https://www.datadictionary.nhs.uk/data_elements/neonatal_level_of_care_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
79,nhs_dd_cds,nhs_number_status_indicator_code,nhs_number_status_indicator_code,NHS NUMBER STATUS INDICATOR CODE,NHS NUMBER STATUS INDICATOR CODE,,https://www.datadictionary.nhs.uk/data_elements/nhs_number_status_indicator_code.html,cds_v6-2-3_type_011_-_emergency_care_cds;cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
80,nhs_dd_cds,nhs_number_status_indicator_code_baby,nhs_number_status_indicator_code,NHS NUMBER STATUS INDICATOR CODE (BABY),NHS NUMBER STATUS INDICATOR CODE,,https://www.datadictionary.nhs.uk/data_elements/nhs_number_status_indicator_code_baby.html,cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
81,nhs_dd_cds,nhs_number_status_indicator_code_mother,nhs_number_status_indicator_code,NHS NUMBER STATUS INDICATOR CODE (MOTHER),NHS NUMBER STATUS INDICATOR CODE,,https://www.datadictionary.nhs.uk/data_elements/nhs_number_status_indicator_code_mother.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
82,nhs_dd_cds,number_of_babies_indication_code,number_of_babies_indication_code,NUMBER OF BABIES INDICATION CODE,NUMBER OF BABIES INDICATION CODE,,https://www.datadictionary.nhs.uk/data_elements/number_of_babies_indication_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
83,nhs_dd_cds,operation_status_code,operation_status_code,OPERATION STATUS CODE,OPERATION STATUS CODE,,https://www.datadictionary.nhs.uk/data_elements/operation_status_code.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
84,nhs_dd_cds,organ_system_supported,organ_system_supported,ORGAN SYSTEM SUPPORTED,ORGAN SYSTEM SUPPORTED,,https://www.datadictionary.nhs.uk/data_elements/organ_system_supported.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
85,nhs_dd_cds,out-patient_attendance_outcome,out_patient_attendance_outcome,OUT-PATIENT ATTENDANCE OUTCOME,OUT-PATIENT ATTENDANCE OUTCOME,,https://www.datadictionary.nhs.uk/data_elements/out-patient_attendance_outcome.html,cds_v6-3_type_020_-_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
86,nhs_dd_cds,outcome_of_attendance_code,outcome_of_attendance,OUTCOME OF ATTENDANCE CODE,OUTCOME OF ATTENDANCE,,https://www.datadictionary.nhs.uk/data_elements/outcome_of_attendance_code.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
