code_list_key,source_key,list_key,list_name,item_name,concept_name,superseded_by,source_page,data_sets,valid_from,valid_to,is_current,first_fetch_run_id,loaded_at,loaded_by,updated_at,updated_by
31,nhs_dd_cds,critical_care_admission_type,critical_care_admission_type,CRITICAL CARE ADMISSION TYPE,CRITICAL CARE ADMISSION TYPE,,https://www.datadictionary.nhs.uk/data_elements/critical_care_admission_type.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
32,nhs_dd_cds,critical_care_discharge_destination,critical_care_discharge_destination,CRITICAL CARE DISCHARGE DESTINATION,CRITICAL CARE DISCHARGE DESTINATION,,https://www.datadictionary.nhs.uk/data_elements/critical_care_discharge_destination.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
33,nhs_dd_cds,critical_care_discharge_location,critical_care_discharge_location,CRITICAL CARE DISCHARGE LOCATION,CRITICAL CARE DISCHARGE LOCATION,,https://www.datadictionary.nhs.uk/data_elements/critical_care_discharge_location.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
34,nhs_dd_cds,critical_care_discharge_status,critical_care_discharge_status,CRITICAL CARE DISCHARGE STATUS,CRITICAL CARE DISCHARGE STATUS,,https://www.datadictionary.nhs.uk/data_elements/critical_care_discharge_status.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
35,nhs_dd_cds,critical_care_level,critical_care_level,CRITICAL CARE LEVEL,CRITICAL CARE LEVEL,,https://www.datadictionary.nhs.uk/data_elements/critical_care_level.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
36,nhs_dd_cds,critical_care_source_location,critical_care_source_location,CRITICAL CARE SOURCE LOCATION,CRITICAL CARE SOURCE LOCATION,,https://www.datadictionary.nhs.uk/data_elements/critical_care_source_location.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
37,nhs_dd_cds,critical_care_unit_bed_configuration,unit_bed_configuration,CRITICAL CARE UNIT BED CONFIGURATION,UNIT BED CONFIGURATION,,https://www.datadictionary.nhs.uk/data_elements/critical_care_unit_bed_configuration.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
38,nhs_dd_cds,critical_care_unit_function,critical_care_unit_function,CRITICAL CARE UNIT FUNCTION,CRITICAL CARE UNIT FUNCTION,,https://www.datadictionary.nhs.uk/data_elements/critical_care_unit_function.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
39,nhs_dd_cds,delivery_method_code,delivery_method,DELIVERY METHOD CODE,DELIVERY METHOD,,https://www.datadictionary.nhs.uk/data_elements/delivery_method_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
40,nhs_dd_cds,delivery_place_change_reason_code,delivery_place_change_reason,DELIVERY PLACE CHANGE REASON CODE,DELIVERY PLACE CHANGE REASON,,https://www.datadictionary.nhs.uk/data_elements/delivery_place_change_reason_code.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
41,nhs_dd_cds,delivery_place_type_code_actual,actual_delivery_place,DELIVERY PLACE TYPE CODE (ACTUAL),ACTUAL DELIVERY PLACE,,https://www.datadictionary.nhs.uk/data_elements/delivery_place_type_code_actual.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
42,nhs_dd_cds,delivery_place_type_code_intended,intended_delivery_place,DELIVERY PLACE TYPE CODE (INTENDED),INTENDED DELIVERY PLACE,,https://www.datadictionary.nhs.uk/data_elements/delivery_place_type_code_intended.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-2_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_150_-_admitted_patient_care_-_other_birth_event_cds;cds_v6-3_type_160_-_admitted_patient_care_-_other_delivery_event_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
43,nhs_dd_cds,destination_of_discharge_hospital_provider_spell,destination_of_discharge,DESTINATION OF DISCHARGE (HOSPITAL PROVIDER SPELL),DESTINATION OF DISCHARGE,DESTINATION OF DISCHARGE (HOSPITAL PROVIDER SPELL),https://www.datadictionary.nhs.uk/data_elements/destination_of_discharge_hospital_provider_spell.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,2026-09-12T21:55:57.028191+00:00,false,3,2026-09-12T21:50:58.303823+00:00,databot,2026-09-12T21:55:57.028191+00:00,databot
130,nhs_dd_cds,destination_of_discharge_hospital_provider_spell,destination_of_discharge,DESTINATION OF DISCHARGE (HOSPITAL PROVIDER SPELL),DESTINATION OF DISCHARGE,,https://www.datadictionary.nhs.uk/data_elements/destination_of_discharge_hospital_provider_spell.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,2026-09-12T21:55:57.028191+00:00,,true,4,2026-09-12T21:55:57.028191+00:00,databot,,
44,nhs_dd_cds,diagnosis_scheme_in_use,diagnosis_scheme_in_use,DIAGNOSIS SCHEME IN USE,DIAGNOSIS SCHEME IN USE,,https://www.datadictionary.nhs.uk/data_elements/diagnosis_scheme_in_use.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_170_-_admitted_patient_care_-_detained_and_or_long_term_psychiatric_census_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
45,nhs_dd_cds,diagnosis_scheme_in_use_commissioning_data_set,diagnosis_scheme_in_use_commissioning_data_set,DIAGNOSIS SCHEME IN USE (COMMISSIONING DATA SET),,,https://www.datadictionary.nhs.uk/data_elements/diagnosis_scheme_in_use_commissioning_data_set.html,cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
46,nhs_dd_cds,direct_access_referral_indicator,direct_access_referral_indicator,DIRECT ACCESS REFERRAL INDICATOR,DIRECT ACCESS REFERRAL INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/direct_access_referral_indicator.html,cds_v6-2_type_020_-_outpatient_cds;cds_v6-2_type_021_-_future_outpatient_cds;cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
47,nhs_dd_cds,discharge_destination_code_hospital_provider_spell,discharge_destination,DISCHARGE DESTINATION CODE (HOSPITAL PROVIDER SPELL),DISCHARGE DESTINATION,DESTINATION OF DISCHARGE (HOSPITAL PROVIDER SPELL),https://www.datadictionary.nhs.uk/data_elements/discharge_destination_code_hospital_provider_spell.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
48,nhs_dd_cds,discharge_method_code_hospital_provider_spell,discharge_method,DISCHARGE METHOD CODE (HOSPITAL PROVIDER SPELL),DISCHARGE METHOD,,https://www.datadictionary.nhs.uk/data_elements/discharge_method_code_hospital_provider_spell.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
49,nhs_dd_cds,discharged_to_hospital_at_home_service_indicator,discharged_to_hospital_at_home_service_indicator,DISCHARGED TO HOSPITAL AT HOME SERVICE INDICATOR,DISCHARGED TO HOSPITAL AT HOME SERVICE INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/discharged_to_hospital_at_home_service_indicator.html,cds_v6-2_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-2_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-2_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-2_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-2_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-2_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
50,nhs_dd_cds,discharged_to_nhs_at_home_service_indicator,discharged_to_nhs_at_home_service_indicator,DISCHARGED TO NHS AT HOME SERVICE INDICATOR,DISCHARGED TO NHS AT HOME SERVICE INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/discharged_to_nhs_at_home_service_indicator.html,cds_v6-3_type_120_-_admitted_patient_care_-_finished_birth_episode_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_140_-_admitted_patient_care_-_finished_delivery_episode_cds;cds_v6-3_type_180_-_admitted_patient_care_-_unfinished_birth_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds;cds_v6-3_type_200_-_admitted_patient_care_-_unfinished_delivery_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
51,nhs_dd_cds,elective_admission_list_removal_reason_code,elective_admission_list_removal_reason,ELECTIVE ADMISSION LIST REMOVAL REASON CODE,ELECTIVE ADMISSION LIST REMOVAL REASON,,https://www.datadictionary.nhs.uk/data_elements/elective_admission_list_removal_reason_code.html,cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_070_-_elective_admission_list_-_event_during_period_remove_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
52,nhs_dd_cds,elective_admission_list_status,elective_admission_list_status,ELECTIVE ADMISSION LIST STATUS,ELECTIVE ADMISSION LIST STATUS,,https://www.datadictionary.nhs.uk/data_elements/elective_admission_list_status.html,cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
53,nhs_dd_cds,elective_admission_type_code,elective_admission_type,ELECTIVE ADMISSION TYPE CODE,ELECTIVE ADMISSION TYPE,,https://www.datadictionary.nhs.uk/data_elements/elective_admission_type_code.html,cds_v6-2_type_030_-_elective_admission_list_-_end_of_period_census_standard_cds;cds_v6-2_type_050_-_elective_admission_list_-_end_of_period_census_new_cds;cds_v6-2_type_060_-_elective_admission_list_-_event_during_period_add_cds;cds_v6-2_type_110_-_elective_admission_list_-_event_during_period_new_service_agreement_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
54,nhs_dd_cds,emed3_fit_note_follow_up_assessment_required_indicator,emed3_fit_note_follow_up_assessment_required_indicator,EMED3 FIT NOTE FOLLOW UP ASSESSMENT REQUIRED INDICATOR,EMED3 FIT NOTE FOLLOW UP ASSESSMENT REQUIRED INDICATOR,,https://www.datadictionary.nhs.uk/data_elements/emed3_fit_note_follow_up_assessment_required_indicator.html,cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
55,nhs_dd_cds,emed3_fit_note_issuer,emed3_fit_note_issuer,EMED3 FIT NOTE ISSUER,EMED3 FIT NOTE ISSUER,,https://www.datadictionary.nhs.uk/data_elements/emed3_fit_note_issuer.html,cds_v6-3_type_020_-_outpatient_cds;cds_v6-3_type_130_-_admitted_patient_care_-_finished_general_episode_cds;cds_v6-3_type_190_-_admitted_patient_care_-_unfinished_general_episode_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
56,nhs_dd_cds,emergency_care_attendance_category,emergency_care_attendance_category,EMERGENCY CARE ATTENDANCE CATEGORY,EMERGENCY CARE ATTENDANCE CATEGORY,,https://www.datadictionary.nhs.uk/data_elements/emergency_care_attendance_category.html,cds_v6-2-3_type_011_-_emergency_care_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
57,nhs_dd_cds,emergency_care_department_type,emergency_care_department_type,EMERGENCY CARE DEPARTMENT TYPE,EMERGENCY CARE DEPARTMENT TYPE,,https://www.datadictionary.nhs.uk/data_elements/emergency_care_department_type.html,cds_v6-2-3_type_011_-_emergency_care_cds,1900-01-01T00:00:00.000000+00:00,,true,3,2026-09-12T21:50:58.303823+00:00,databot,,
